moodle  (All Fields)
Time span:1945-2021. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Adding lesson structures to improve e-learning frameworks","Intakosum, Sarun; Feangfu, Jidnuch; Boonjing, Veera","","","Malpica, F; Tremante, A; Welsch, F","EISTA '06: 4TH INT CONF ON EDUCATION AND INFORMATION SYSTEMS: TECHNOLOGIES AND APPLICAT/SOIC'06: 2ND INT CONF ON SOCIAL AND ORGANIZATIONAL INFORMATICS AND CYBERNETICS, VOL I","2006","2006","","","","","","194","+","","","4th Int Conf on Education and Information Syst/2nd Int Conf on Social and Organizational Informatics and Cybernetics/4th Int Conf on Politics and Information Syst","JUL 20-23, 2006","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A training model to develop design skills in the virtual design studio","Olmos, F.","","","Morgan, K; Brebbia, CA; Spector, JM","Internet Society II: Advances in Education, Commerce & Governance","2006","2006","36","","","","","81","90","","10.2495/IS060091","2nd International Conference on the Internet Society","JUN 12-14, 2006","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"An experience of the use of "Moodle" at ISCAP - A case study","Peres, Paula; da Silva, Manuel; Ribeiro, Sandra","","","","WEBIST 2006: Proceedings of the Second International Conference on Web Information Systems and Technologies: SOCIETY, E-BUSINESS AND E-GOVERNMENT / E-LEARNING","2006","2006","","","","","","418","422","","","2nd International Conference on Web Information Systems and Technologies","APR 11-13, 2006","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Web-based support for resource-effective e-Learning","Rentroia-Bonito, M. A.; Figueiredo, Frederico; Martins, Andre; Fernandes, Vitor; Jorge, Joaquim","","","","WEBIST 2006: PROCEEDINGS OF THE SECOND INTERNATIONAL CONFERENCE ON WEB INFORMATION SYSTEMS AND TECHNOLOGIES: SOCIETY, E-BUSINESS AND E-GOVERNMENT / E-LEARNING","2006","2006","","","","","","281","286","","","2nd International Conference on Web Information Systems and Technologies","APR 11-13, 2006","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Educational additions to an Open Source Virtual Learning Environment (VLE) for the Greek Schools' Network","Tsinakos, Avgoustos; Papaioanou, John","","","","2006 IEEE INTERNATIONAL CONFERENCE ON COMPUTER SYSTEMS AND APPLICATIONS, VOLS 1-3","2006","2006","","","","","","1018","+","","","4th IEEE/ACS International Conference on Computer Systems and Applications (AICCSA-06)","MAR 08-11, 2006","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Promotion of information literacy and social interaction in technology rich learning environment","Vaciuniene, Vilhelmina; Gedviliene, Genute","","","Malpica, F; Tremante, A; Welsch, F","EISTA '06: 4TH INT CONF ON EDUCATION AND INFORMATION SYSTEMS: TECHNOLOGIES AND APPLICAT/SOIC'06: 2ND INT CONF ON SOCIAL AND ORGANIZATIONAL INFORMATICS AND CYBERNETICS, VOL I","2006","2006","","","","","","70","+","","","4th Int Conf on Education and Information Syst/2nd Int Conf on Social and Organizational Informatics and Cybernetics/4th Int Conf on Politics and Information Syst","JUL 20-23, 2006","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Web-based rapid authoring tool for LMS quiz creation","Yuuichi, Sugi; Toshihiro, Kita; Seisuke, Yasunami; Hiroshi, Nakano","","","","2006 7TH INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY BASED HIGHER EDUCATION AND TRAINING, VOLS 1 AND 2","2006","2006","","","","","","635","638","","","7th International Conference on Information Technology Based Higher Education and Training","JUL 10-13, 2006","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Teacher education in Bhutan: Improving access and quality through the use of ICTs","Bullen, M; Jamtsho, S","","","Goodyear, P; Sampson, DG; Yang, DJT; Kinshuk, X; Okamoto, T; Hartley, R; Chen, NS","5th IEEE International Conference on Advanced Learning Technologies, Proceedings","2005","2005","","","","","","1017","1020","","10.1109/ICALT.2005.254","5th IEEE International Conference on Advanced Learning Technologies","JUL 05-08, 2005","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PROBLEMATIC OF TESTING IN TEACHING OF ALGORITMIZATION","Chuda, Daniela; Jurikova, L'ubica","","","Kovacova, M","APLIMAT 2005 - 4TH INTERNATIONAL CONFERENCE, PT I","2005","2005","","","","","","297","302","","","4th International Conference on Aplimat","FEB 01-04, 2005","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Integration of a course management system with interactive educational multimedia","Melia, M; McMullen, D; Pahl, C","","","Chiazzese, G; Allegra, M; Chifari, A; Ottaviano, S","Methods and Technologies for Learning","2005","2005","","","","","","441","445","","","1st International on Methods and Technologies for Learning","MAR 09-11, 2005","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The process of developing group identity: A perception study on a graduate on-line course","Navarro, Miguel; Morfin, Maria; Telles, Maria C.; Gonzalez-Romero, Victor M.","","","Malpica, F; Welsch, F; Tremante, A","3RD INTERNATIONAL CONFERENCE ON EDUCATION AND INFORMATION SYSTEMS: TECHNOLOGIES AND APPLICATIONS, VOL 2, PROCEEDINGS","2005","2005","","","","","","254","258","","","3rd International Conference on Education and Information Systems","JUL 14-17, 2005","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Privacy in E-learning: How to Implement Anonymity","Weippl, Edgar R.; Tjoa, A. Min","","","","3RD ACS/IEEE INTERNATIONAL CONFERENCE ON COMPUTER SYSTEMS AND APPLICATIONS, 2005","2005","2005","","","","","","","","","","3rd IEEE/ACS International Conference on Computer Systems and Applications (AICCSA-05)","JAN 03-06, 2005","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"An online-only doctorate of education at the University of Glasgow","Peters, MA; Besley, T","","","Malpica, F; Welsch, F; Tremante, A","EISTA '04: International Conference on Education and Information Systems: Technologies and Applications, Vol 3, Proceedings: EDUCATION/TRAINING AND INFORMATION/COMMUNICATION TECHNOLOGIES AND APPLICATIONS","2004","2004","","","","","","150","155","","","International Conference on Education and Information Systems - Technologies and Application","JUL 21-25, 2004","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Double-blind 12-hour comparison of oral bromfenac and naproxen sodium with intramuscular ketorolac for postoperative pain","Brown, CR; Moodle, J","","","","CLINICAL PHARMACOLOGY & THERAPEUTICS","FEB 1996","1996","59","2","","","","PI17","PI17","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
